thscode,trade_date,open,high,low,close,volume
700001.TI,2023-05-12,3311.69,3311.69,3276.54,3276.54,712999493.47
700001.TI,2023-05-15,3277.2,3316.19,3277.2,3316.19,770571561.42
700001.TI,2023-05-16,3317.52,3317.52,3293.64,3293.64,673404161.33
700001.TI,2023-05-17,3286.06,3297.26,3286.06,3297.26,609584566.64
700001.TI,2023-05-18,3301.22,3303.2,3301.22,3303.2,678669959.13
700001.TI,2023-05-19,3297.25,3300.23,3297.25,3300.23,637427400.69
700001.TI,2023-05-22,3297.26,3312.11,3297.26,3312.11,617306561.83
700001.TI,2023-05-23,3310.79,3310.79,3272.36,3272.36,613485494.0
700001.TI,2023-05-24,3263.2,3263.2,3246.84,3246.84,632703279.41
700001.TI,2023-05-25,3241.65,3241.65,3241.65,3241.65,659189073.66
700001.TI,2023-05-26,3240.03,3253.97,3240.03,3253.97,617845466.48
700001.TI,2023-05-29,3261.78,3261.78,3243.88,3243.88,691756437.66
700001.TI,2023-05-30,3237.72,3255.23,3237.72,3255.23,699998173.91
700001.TI,2023-05-31,3249.05,3249.05,3239.93,3239.93,681348983.19
700001.TI,2023-06-01,3231.51,3247.71,3231.51,3247.71,730031545.83
700001.TI,2023-06-02,3256.8,3282.79,3256.8,3282.79,699988150.61
700001.TI,2023-06-05,3283.12,3283.12,3279.18,3279.18,652837542.03
700001.TI,2023-06-06,3275.57,3275.57,3229.99,3229.99,722305546.29
700001.TI,2023-06-07,3233.22,3233.22,3228.05,3228.05,606104517.66
700001.TI,2023-06-08,3226.11,3230.31,3226.11,3230.31,662918924.09
700001.TI,2023-06-09,3232.57,3252.28,3232.57,3252.28,719148621.84
700001.TI,2023-06-12,3247.08,3263.99,3247.08,3263.99,716219379.48
700001.TI,2023-06-13,3260.07,3280.31,3260.07,3280.31,680264012.34
700001.TI,2023-06-14,3286.21,3286.21,3285.56,3285.56,728803019.13
700001.TI,2023-06-15,3289.5,3320.72,3289.5,3320.72,744923389.31
700001.TI,2023-06-16,3324.04,3351.27,3324.04,3351.27,750744492.42
700001.TI,2023-06-19,3351.27,3351.27,3343.23,3343.23,756245879.95
700001.TI,2023-06-20,3339.89,3339.89,3338.22,3338.22,724255757.22
700001.TI,2023-06-21,3329.87,3329.87,3280.47,3280.47,711451685.88
700001.TI,2023-06-26,3257.51,3257.51,3226.01,3226.01,730972479.83
700001.TI,2023-06-27,3228.91,3265.04,3228.91,3265.04,656274498.39
700001.TI,2023-06-28,3261.77,3261.77,3258.18,3258.18,674477979.17
700001.TI,2023-06-29,3254.6,3261.76,3254.6,3261.76,630169252.79
700001.TI,2023-06-30,3259.8,3292.42,3259.8,3292.42,668660411.88
700001.TI,2023-07-03,3300.98,3320.08,3300.98,3320.08,752191560.95
700001.TI,2023-07-04,3318.09,3330.04,3318.09,3330.04,677417104.17
700001.TI,2023-07-05,3327.71,3327.71,3305.73,3305.73,650110423.16
700001.TI,2023-07-06,3298.79,3298.79,3292.51,3292.51,623912197.61
700001.TI,2023-07-07,3284.94,3284.94,3275.39,3275.39,639250269.44
700001.TI,2023-07-10,3286.53,3286.53,3284.89,3284.89,580028524.64
700001.TI,2023-07-11,3290.47,3308.87,3290.47,3308.87,577949420.69
700001.TI,2023-07-12,3308.54,3308.54,3277.1,3277.1,685801820.24
700001.TI,2023-07-13,3288.9,3321.34,3288.9,3321.34,671513164.78
700001.TI,2023-07-14,3326.32,3326.32,3321.67,3321.67,674222265.34
700001.TI,2023-07-17,3311.37,3311.37,3305.39,3305.39,612602066.48
700001.TI,2023-07-18,3308.7,3308.7,3298.45,3298.45,596729069.65
700001.TI,2023-07-19,3295.15,3295.15,3293.5,3293.5,544417052.02
700001.TI,2023-07-20,3298.11,3298.11,3261.55,3261.55,623618815.54
700001.TI,2023-07-21,3256.98,3258.61,3256.98,3258.61,596017115.75
700001.TI,2023-07-24,3248.83,3250.46,3248.83,3250.46,568978079.61
700001.TI,2023-07-25,3289.47,3321.97,3289.47,3321.97,785445913.72
700001.TI,2023-07-26,3318.65,3318.65,3310.01,3310.01,730951009.18
700001.TI,2023-07-27,3312.66,3312.66,3296.11,3296.11,745591705.05
700001.TI,2023-07-28,3287.54,3348.85,3287.54,3348.85,879093487.88
700001.TI,2023-07-31,3362.25,3372.96,3362.25,3372.96,992777695.24
700001.TI,2023-08-01,3369.92,3369.92,3365.2,3365.2,939171836.98
700001.TI,2023-08-02,3357.12,3357.12,3350.73,3350.73,832573696.53
700001.TI,2023-08-03,3341.68,3366.14,3341.68,3366.14,799359505.12
700001.TI,2023-08-04,3382.3,3382.3,3378.93,3378.93,955808547.17
700001.TI,2023-08-07,3368.79,3368.79,3356.63,3356.63,775281768.38
700001.TI,2023-08-08,3350.25,3350.25,3345.22,3345.22,694452750.27
700001.TI,2023-08-09,3335.85,3335.85,3326.15,3326.15,628823103.54
700001.TI,2023-08-10,3322.16,3333.13,3322.16,3333.13,607905568.01
700001.TI,2023-08-11,3335.46,3335.46,3266.13,3266.13,700408893.52
700001.TI,2023-08-14,3235.43,3259.27,3235.43,3259.27,644081751.93
700001.TI,2023-08-15,3260.57,3260.57,3242.97,3242.97,602666238.96
700001.TI,2023-08-16,3231.3,3231.3,3214.11,3214.11,613183230.04
700001.TI,2023-08-17,3201.9,3236.61,3201.9,3236.61,641499572.04
700001.TI,2023-08-18,3236.93,3236.93,3189.36,3189.36,655320944.46
700001.TI,2023-08-21,3182.02,3182.02,3153.0,3153.0,584945873.48
700001.TI,2023-08-22,3166.87,3173.18,3166.87,3173.18,693820199.06
700001.TI,2023-08-23,3166.83,3166.83,3116.7,3116.7,607412140.75
700001.TI,2023-08-24,3126.99,3130.73,3126.99,3130.73,665848852.5
700001.TI,2023-08-25,3115.7,3115.7,3095.98,3095.98,679574934.61
700001.TI,2023-08-28,3264.4,3264.4,3127.87,3127.87,1013280914.43
700001.TI,2023-08-29,3120.05,3192.3,3120.05,3192.3,905539813.89
700001.TI,2023-08-30,3199.96,3201.24,3199.96,3201.24,822286176.61
700001.TI,2023-08-31,3197.72,3197.72,3182.99,3182.99,713351293.65
700001.TI,2023-09-01,3190.31,3194.77,3190.31,3194.77,651748181.11
700001.TI,2023-09-04,3209.15,3241.41,3209.15,3241.41,784469853.64
700001.TI,2023-09-05,3234.6,3234.6,3220.34,3220.34,680793836.79
700001.TI,2023-09-06,3210.03,3224.2,3210.03,3224.2,640736922.12
700001.TI,2023-09-07,3217.43,3217.43,3173.9,3173.9,657500423.41
700001.TI,2023-09-08,3164.38,3171.04,3164.38,3171.04,569570213.99
700001.TI,2023-09-11,3173.89,3200.21,3173.89,3200.21,682639274.66
700001.TI,2023-09-12,3197.33,3197.33,3195.73,3195.73,577241305.06
700001.TI,2023-09-13,3191.9,3191.9,3166.65,3166.65,605524227.36
700001.TI,2023-09-14,3166.02,3166.02,3156.2,3156.2,598500327.3
700001.TI,2023-09-15,3163.14,3163.14,3149.26,3149.26,622952149.11
700001.TI,2023-09-18,3139.81,3161.86,3139.81,3161.86,594068995.81
700001.TI,2023-09-19,3158.07,3158.07,3144.79,3144.79,570000044.93
700001.TI,2023-09-20,3139.76,3139.76,3126.55,3126.55,522040770.11
700001.TI,2023-09-21,3119.98,3119.98,3102.48,3102.48,524861461.08
700001.TI,2023-09-22,3100.62,3158.95,3100.62,3158.95,653364985.66
700001.TI,2023-09-25,3158.0,3158.0,3141.89,3141.89,602491876.56
700001.TI,2023-09-26,3138.128,3146.276,3126.859,3126.859,538025241.98
700001.TI,2023-09-27,3126.49,3157.588,3126.31,3138.289,585599114.1
700001.TI,2023-09-28,3146.823,3153.189,3138.371,3147.379,587771580.2
700001.TI,2023-10-09,3141.138,3145.918,3114.129,3138.425,650118009.29
700001.TI,2023-10-10,3146.448,3150.905,3122.108,3123.944,651825956.78
700001.TI,2023-10-11,3133.811,3150.279,3123.881,3132.18,667544641.89
700001.TI,2023-10-12,3150.996,3158.198,3140.166,3157.471,677968511.78
700001.TI,2023-10-13,3140.912,3142.094,3125.652,3133.839,662299965.62
700001.TI,2023-10-16,3135.6,3135.659,3094.234,3105.758,689166609.0
