thscode,trade_date,open,high,low,close,volume
700001.TI,2021-11-18,3840.03,3840.03,3821.95,3821.95,788940829.57
700001.TI,2021-11-19,3818.51,3865.9,3818.51,3865.9,777211542.16
700001.TI,2021-11-22,3871.7,3907.65,3871.7,3907.65,804560549.47
700001.TI,2021-11-23,3904.52,3908.04,3904.52,3908.04,838566010.0
700001.TI,2021-11-24,3907.26,3907.26,3906.87,3906.87,812484050.34
700001.TI,2021-11-25,3907.65,3907.65,3897.1,3897.1,751889740.28
700001.TI,2021-11-26,3889.7,3889.7,3885.02,3885.02,740665006.86
700001.TI,2021-11-29,3844.62,3893.57,3844.62,3893.57,767776980.32
700001.TI,2021-11-30,3905.25,3905.25,3897.07,3897.07,820695064.56
700001.TI,2021-12-01,3894.73,3906.81,3894.73,3906.81,789156564.06
700001.TI,2021-12-02,3902.12,3902.12,3891.57,3891.57,830569165.12
700001.TI,2021-12-03,3893.9,3922.7,3893.9,3922.7,807852637.78
700001.TI,2021-12-06,3924.27,3924.27,3888.57,3888.57,885102181.73
700001.TI,2021-12-07,3911.9,3911.9,3874.18,3874.18,850192398.51
700001.TI,2021-12-08,3884.64,3933.45,3884.64,3933.45,765550851.52
700001.TI,2021-12-09,3935.02,3968.06,3935.02,3968.06,899041132.76
700001.TI,2021-12-10,3946.24,3968.85,3946.24,3968.85,871575395.34
700001.TI,2021-12-13,3986.71,3989.49,3986.71,3989.49,897852748.78
700001.TI,2021-12-14,3979.12,3979.12,3975.93,3975.93,822609683.36
700001.TI,2021-12-15,3969.57,3969.57,3955.26,3955.26,850085166.98
700001.TI,2021-12-16,3957.63,3980.18,3957.63,3980.18,853496198.76
700001.TI,2021-12-17,3973.41,3973.41,3928.04,3928.04,910319016.77
700001.TI,2021-12-20,3914.68,3914.68,3868.73,3868.73,926991842.63
700001.TI,2021-12-21,3866.41,3906.64,3866.41,3906.64,887677413.08
700001.TI,2021-12-22,3915.63,3918.75,3915.63,3918.75,924103947.64
700001.TI,2021-12-23,3921.89,3930.51,3921.89,3930.51,872477590.98
700001.TI,2021-12-24,3932.87,3932.87,3887.67,3887.67,895751834.08
700001.TI,2021-12-27,3883.78,3887.67,3883.78,3887.67,763523807.15
700001.TI,2021-12-28,3892.34,3916.44,3892.34,3916.44,746043909.96
700001.TI,2021-12-29,3915.27,3915.27,3881.98,3881.98,727859012.1
700001.TI,2021-12-30,3882.37,3914.98,3882.37,3914.98,762076941.73
700001.TI,2021-12-31,3925.55,3938.86,3925.55,3938.86,797730490.18
700001.TI,2022-01-04,3953.04,3953.04,3929.8,3929.8,975066378.0
700001.TI,2022-01-05,3923.51,3923.51,3872.03,3872.03,1004634230.69
700001.TI,2022-01-06,3851.9,3863.51,3851.9,3863.51,882800012.9
700001.TI,2022-01-07,3866.21,3866.21,3833.76,3833.76,996159308.38
700001.TI,2022-01-10,3826.09,3852.55,3826.09,3852.55,818350392.32
700001.TI,2022-01-11,3851.01,3851.01,3818.65,3818.65,834191500.77
700001.TI,2022-01-12,3834.31,3864.09,3834.31,3864.09,808149623.68
700001.TI,2022-01-13,3868.34,3868.34,3805.74,3805.74,863789834.83
700001.TI,2022-01-14,3788.99,3791.28,3788.99,3791.28,882759193.68
700001.TI,2022-01-17,3794.31,3835.64,3794.31,3835.64,816445994.01
700001.TI,2022-01-18,3836.02,3840.63,3836.02,3840.63,925013585.11
700001.TI,2022-01-19,3834.48,3834.48,3814.51,3814.51,813880038.49
700001.TI,2022-01-20,3813.37,3813.37,3794.67,3794.67,893359405.79
700001.TI,2022-01-21,3783.29,3783.29,3754.07,3754.07,760722448.22
700001.TI,2022-01-24,3734.17,3761.2,3734.17,3761.2,651080867.26
700001.TI,2022-01-25,3744.65,3744.65,3648.74,3648.74,769626132.56
700001.TI,2022-01-26,3660.78,3671.73,3660.78,3671.73,614233410.96
700001.TI,2022-01-27,3670.26,3670.26,3582.87,3582.87,645426237.97
700001.TI,2022-01-28,3604.01,3604.01,3566.03,3566.03,642462736.02
700001.TI,2022-02-07,3619.52,3619.52,3617.38,3617.38,688891455.21
700001.TI,2022-02-08,3613.4,3621.0,3613.4,3621.0,757470525.5
700001.TI,2022-02-09,3620.64,3666.62,3620.64,3666.62,777406514.94
700001.TI,2022-02-10,3668.45,3668.45,3654.89,3654.89,761246872.4
700001.TI,2022-02-11,3638.44,3638.44,3607.01,3607.01,800402727.18
700001.TI,2022-02-14,3588.61,3588.61,3581.04,3581.04,705440958.16
700001.TI,2022-02-15,3584.26,3619.72,3584.26,3619.72,644990159.59
700001.TI,2022-02-16,3635.28,3640.71,3635.28,3640.71,649143911.91
700001.TI,2022-02-17,3637.43,3648.36,3637.43,3648.36,726393530.0
700001.TI,2022-02-18,3627.93,3668.79,3627.93,3668.79,683147344.37
700001.TI,2022-02-21,3669.16,3680.53,3669.16,3680.53,749227900.74
700001.TI,2022-02-22,3658.81,3658.81,3639.68,3639.68,782617934.8
700001.TI,2022-02-23,3644.78,3694.64,3644.78,3694.64,779075228.55
700001.TI,2022-02-24,3674.32,3674.32,3617.42,3617.42,1116673296.32
700001.TI,2022-02-25,3644.55,3653.23,3644.55,3653.23,811327043.3
700001.TI,2022-02-28,3651.4,3664.56,3651.4,3664.56,741730199.71
700001.TI,2022-03-01,3674.45,3686.55,3674.45,3686.55,723699052.38
700001.TI,2022-03-02,3669.59,3671.07,3669.59,3671.07,728735071.13
700001.TI,2022-03-03,3683.92,3683.92,3650.14,3650.14,862774916.71
700001.TI,2022-03-04,3625.32,3625.32,3605.97,3605.97,841175741.87
700001.TI,2022-03-07,3589.38,3589.38,3514.02,3514.02,822984406.4
700001.TI,2022-03-08,3516.13,3516.13,3421.95,3421.95,899351812.85
700001.TI,2022-03-09,3431.87,3431.87,3383.28,3383.28,985712741.46
700001.TI,2022-03-10,3457.37,3457.37,3443.84,3443.84,834207171.02
700001.TI,2022-03-11,3398.04,3461.4,3398.04,3461.4,829123083.44
700001.TI,2022-03-14,3425.4,3425.4,3363.44,3363.44,747764270.01
700001.TI,2022-03-15,3330.48,3330.48,3203.68,3203.68,954382834.15
700001.TI,2022-03-16,3258.14,3324.78,3258.14,3324.78,953367978.9
700001.TI,2022-03-17,3376.65,3387.29,3376.65,3387.29,949830680.24
700001.TI,2022-03-18,3373.06,3416.42,3373.06,3416.42,823234549.22
700001.TI,2022-03-21,3424.28,3430.77,3424.28,3430.77,825145042.48
700001.TI,2022-03-22,3424.59,3424.94,3424.59,3424.94,820943358.31
700001.TI,2022-03-23,3433.84,3441.38,3433.84,3441.38,796423797.17
700001.TI,2022-03-24,3422.11,3422.11,3414.54,3414.54,766939182.71
700001.TI,2022-03-25,3414.54,3414.54,3367.42,3367.42,774953085.27
700001.TI,2022-03-28,3339.13,3350.58,3339.13,3350.58,765950314.71
700001.TI,2022-03-29,3356.28,3356.28,3333.16,3333.16,738495387.05
700001.TI,2022-03-30,3349.49,3412.49,3349.49,3412.49,815019128.92
700001.TI,2022-03-31,3400.21,3400.21,3385.53,3385.53,894340985.72
700001.TI,2022-04-01,3365.22,3408.89,3365.22,3408.89,846441904.51
700001.TI,2022-04-06,3400.71,3406.5,3400.71,3406.5,911571189.86
700001.TI,2022-04-07,3389.13,3389.13,3347.23,3347.23,879301642.15
700001.TI,2022-04-08,3350.24,3350.24,3347.9,3347.9,874727653.3
700001.TI,2022-04-11,3330.16,3330.16,3241.77,3241.77,886202067.41
700001.TI,2022-04-12,3239.82,3296.56,3239.82,3296.56,866485548.11
700001.TI,2022-04-13,3277.77,3277.77,3251.4,3251.4,827984239.96
700001.TI,2022-04-14,3271.23,3289.44,3271.23,3289.44,776737358.44
700001.TI,2022-04-15,3269.05,3269.05,3266.08,3266.08,844990766.43
700001.TI,2022-04-18,3240.28,3266.08,3240.28,3266.08,711115568.92
700001.TI,2022-04-19,3262.16,3262.16,3259.22,3259.22,695280131.17
700001.TI,2022-04-20,3256.29,3256.29,3206.75,3206.75,759018387.97
700001.TI,2022-04-21,3190.4,3190.4,3117.6,3117.6,810654217.25
700001.TI,2022-04-22,3095.78,3109.49,3095.78,3109.49,708202865.19
700001.TI,2022-04-25,3051.65,3051.65,2921.37,2921.37,882744168.71
700001.TI,2022-04-26,2924.0,2924.0,2867.32,2867.32,829289232.52
700001.TI,2022-04-27,2838.07,2965.96,2838.07,2965.96,894246768.99
700001.TI,2022-04-28,2950.54,2963.59,2950.54,2963.59,779985121.51
700001.TI,2022-04-29,2980.78,3060.2,2980.78,3060.2,883386164.33
700001.TI,2022-05-05,3049.49,3080.09,3049.49,3080.09,787904867.68
700001.TI,2022-05-06,3012.94,3017.87,3012.94,3017.87,714246900.48
700001.TI,2022-05-09,3006.1,3023.6,3006.1,3023.6,627472451.07
700001.TI,2022-05-10,2982.18,3066.23,2982.18,3066.23,780962157.8
700001.TI,2022-05-11,3068.07,3100.27,3068.07,3100.27,929710667.45
700001.TI,2022-05-12,3081.67,3100.58,3081.67,3100.58,747435739.78
700001.TI,2022-05-13,3116.7,3123.21,3116.7,3123.21,716173395.68
700001.TI,2022-05-16,3143.82,3143.82,3112.59,3112.59,746379172.29
700001.TI,2022-05-17,3114.15,3139.05,3114.15,3139.05,717038114.69
700001.TI,2022-05-18,3143.13,3143.13,3137.17,3137.17,708467339.02
700001.TI,2022-05-19,3093.25,3153.48,3093.25,3153.48,750551196.16
700001.TI,2022-05-20,3167.99,3205.51,3167.99,3205.51,818255717.94
700001.TI,2022-05-23,3210.96,3214.16,3210.96,3214.16,773049638.09
700001.TI,2022-05-24,3213.84,3213.84,3111.31,3111.31,904668519.3
700001.TI,2022-05-25,3110.38,3147.09,3110.38,3147.09,716097853.84
700001.TI,2022-05-26,3152.44,3163.14,3152.44,3163.14,770273582.06
700001.TI,2022-05-27,3180.22,3180.22,3165.67,3165.67,755720079.59
700001.TI,2022-05-30,3179.92,3193.21,3179.92,3193.21,722317611.9
700001.TI,2022-05-31,3195.13,3238.55,3195.13,3238.55,795264524.98
700001.TI,2022-06-01,3232.72,3241.79,3232.72,3241.79,775809699.55
700001.TI,2022-06-02,3230.44,3263.19,3230.44,3263.19,768126282.11
700001.TI,2022-06-06,3264.82,3327.15,3264.82,3327.15,887220291.09
700001.TI,2022-06-07,3327.82,3328.81,3327.82,3328.81,860301818.22
700001.TI,2022-06-08,3331.81,3348.12,3331.81,3348.12,912270692.72
700001.TI,2022-06-09,3341.76,3341.76,3303.59,3303.59,858382604.43
700001.TI,2022-06-10,3282.12,3361.07,3282.12,3361.07,882798876.95
700001.TI,2022-06-13,3332.16,3346.28,3332.16,3346.28,906369297.29
700001.TI,2022-06-14,3311.48,3362.68,3311.48,3362.68,941305368.42
700001.TI,2022-06-15,3366.72,3381.17,3366.72,3381.17,1113531023.02
700001.TI,2022-06-16,3384.55,3384.55,3381.17,3381.17,924187131.3
700001.TI,2022-06-17,3358.85,3420.05,3358.85,3420.05,860487884.05
700001.TI,2022-06-20,3430.65,3444.33,3430.65,3444.33,890217263.08
700001.TI,2022-06-21,3444.33,3444.33,3430.21,3430.21,887213359.88
700001.TI,2022-06-22,3433.98,3433.98,3387.33,3387.33,815434414.63
700001.TI,2022-06-23,3392.07,3452.37,3392.07,3452.37,873180157.87
700001.TI,2022-06-24,3461.35,3493.8,3461.35,3493.8,894218445.61
700001.TI,2022-06-27,3510.57,3528.39,3510.57,3528.39,929233521.85
700001.TI,2022-06-28,3528.39,3570.38,3528.39,3570.38,947859741.23
700001.TI,2022-06-29,3560.38,3560.38,3503.26,3503.26,1018795070.36
700001.TI,2022-06-30,3506.41,3551.6,3506.41,3551.6,882687891.62
700001.TI,2022-07-01,3553.73,3553.73,3541.66,3541.66,805290585.33
700001.TI,2022-07-04,3533.16,3572.12,3533.16,3572.12,814599340.51
700001.TI,2022-07-05,3578.19,3578.19,3560.69,3560.69,903844314.5
700001.TI,2022-07-06,3549.65,3549.65,3515.47,3515.47,833819814.78
700001.TI,2022-07-07,3516.17,3538.67,3516.17,3538.67,785800113.79
700001.TI,2022-07-08,3556.01,3556.01,3526.99,3526.99,782974653.77
700001.TI,2022-07-11,3513.94,3513.94,3478.32,3478.32,790828854.2
700001.TI,2022-07-12,3479.36,3479.36,3437.62,3437.62,775735984.12
700001.TI,2022-07-13,3437.96,3455.15,3437.96,3455.15,773906589.03
700001.TI,2022-07-14,3447.89,3470.01,3447.89,3470.01,822612895.37
700001.TI,2022-07-15,3458.56,3458.56,3420.74,3420.74,882417717.63
700001.TI,2022-07-18,3429.98,3471.37,3429.98,3471.37,818499636.32
700001.TI,2022-07-19,3472.06,3474.49,3472.06,3474.49,798894919.44
700001.TI,2022-07-20,3487.69,3500.9,3487.69,3500.9,760106002.81
700001.TI,2022-07-21,3494.25,3494.25,3472.89,3472.89,817198495.92
700001.TI,2022-07-22,3480.53,3480.53,3465.25,3465.25,764399840.38
700001.TI,2022-07-25,3464.9,3464.9,3437.18,3437.18,703275749.53
700001.TI,2022-07-26,3440.96,3470.86,3440.96,3470.86,681888236.85
700001.TI,2022-07-27,3464.61,3476.76,3464.61,3476.76,692375832.23
700001.TI,2022-07-28,3492.75,3492.75,3487.19,3487.19,791824921.74
700001.TI,2022-07-29,3489.63,3489.63,3454.76,3454.76,791104509.07
700001.TI,2022-08-01,3448.89,3475.14,3448.89,3475.14,745440335.81
700001.TI,2022-08-02,3439.0,3439.0,3384.09,3384.09,988294147.13
700001.TI,2022-08-03,3388.49,3388.49,3356.68,3356.68,848908870.65
700001.TI,2022-08-04,3375.14,3385.88,3375.14,3385.88,687519083.07
700001.TI,2022-08-05,3394.34,3436.33,3394.34,3436.33,726375836.58
700001.TI,2022-08-08,3428.43,3454.2,3428.43,3454.2,675661184.71
700001.TI,2022-08-09,3450.75,3464.91,3450.75,3464.91,682139077.01
700001.TI,2022-08-10,3457.98,3457.98,3448.28,3448.28,683583057.53
700001.TI,2022-08-11,3464.14,3505.18,3464.14,3505.18,787335011.69
700001.TI,2022-08-12,3500.27,3500.27,3493.61,3493.61,787064336.34
700001.TI,2022-08-15,3486.62,3503.04,3486.62,3503.04,742150249.02
700001.TI,2022-08-16,3506.89,3511.8,3506.89,3511.8,791850948.66
700001.TI,2022-08-17,3516.01,3531.47,3516.01,3531.47,835792272.76
700001.TI,2022-08-18,3523.7,3523.7,3520.88,3520.88,800700066.6
700001.TI,2022-08-19,3519.12,3519.12,3483.21,3483.21,849095648.24
700001.TI,2022-08-22,3473.11,3510.73,3473.11,3510.73,775948940.51
700001.TI,2022-08-23,3505.11,3508.27,3505.11,3508.27,774768757.38
700001.TI,2022-08-24,3512.13,3512.13,3417.76,3417.76,905712014.26
700001.TI,2022-08-25,3428.36,3428.36,3427.67,3427.67,802149121.59
700001.TI,2022-08-26,3435.55,3435.55,3416.02,3416.02,730864491.77
700001.TI,2022-08-29,3374.34,3419.09,3374.34,3419.09,688679590.33
700001.TI,2022-08-30,3418.41,3418.41,3404.05,3404.05,700534872.58
700001.TI,2022-08-31,3390.77,3390.77,3355.03,3355.03,800507659.49
700001.TI,2022-09-01,3350.67,3350.67,3333.22,3333.22,666389183.37
700001.TI,2022-09-02,3340.55,3341.22,3340.55,3341.22,620099264.95
700001.TI,2022-09-05,3335.87,3343.89,3335.87,3343.89,644371175.69
700001.TI,2022-09-06,3352.25,3388.7,3352.25,3388.7,719759150.06
700001.TI,2022-09-07,3375.48,3398.53,3375.48,3398.53,717194266.64
700001.TI,2022-09-08,3400.23,3400.23,3377.12,3377.12,675270537.35
700001.TI,2022-09-09,3383.87,3402.45,3383.87,3402.45,657754571.28
700001.TI,2022-09-13,3414.36,3414.36,3409.25,3409.25,639610172.27
700001.TI,2022-09-14,3362.54,3375.5,3362.54,3375.5,608709055.83
700001.TI,2022-09-15,3388.33,3388.33,3313.39,3313.39,766589728.26
700001.TI,2022-09-16,3303.12,3303.12,3238.18,3238.18,708749188.01
700001.TI,2022-09-19,3234.29,3234.29,3218.1,3218.1,577851608.83
700001.TI,2022-09-20,3235.16,3240.95,3235.16,3240.95,539908443.53
700001.TI,2022-09-21,3231.23,3231.55,3231.23,3231.55,566958057.9
700001.TI,2022-09-22,3209.25,3215.72,3209.25,3215.72,542640129.61
700001.TI,2022-09-23,3213.79,3213.79,3180.03,3180.03,583114265.53
700001.TI,2022-09-26,3157.45,3157.45,3149.5,3149.5,585661805.78
700001.TI,2022-09-27,3157.06,3205.25,3157.06,3205.25,551029336.51
700001.TI,2022-09-28,3197.56,3197.56,3133.45,3133.45,551275760.15
700001.TI,2022-09-29,3162.28,3162.28,3131.26,3131.26,542395022.1
700001.TI,2022-09-30,3131.89,3131.89,3100.57,3100.57,485040528.02
700001.TI,2022-10-10,3103.98,3103.98,3036.08,3036.08,539701702.8
700001.TI,2022-10-11,3042.46,3048.83,3042.46,3048.83,484739411.08
700001.TI,2022-10-12,3045.78,3113.47,3045.78,3113.47,592930732.06
700001.TI,2022-10-13,3094.48,3112.22,3094.48,3112.22,599555992.57
700001.TI,2022-10-14,3134.94,3186.6,3134.94,3186.6,665361293.86
700001.TI,2022-10-17,3172.26,3206.36,3172.26,3206.36,643983117.96
700001.TI,2022-10-18,3218.86,3218.86,3210.53,3210.53,632578501.29
700001.TI,2022-10-19,3201.86,3201.86,3172.0,3172.0,595403106.4
700001.TI,2022-10-20,3153.29,3157.73,3153.29,3157.73,619331915.77
700001.TI,2022-10-21,3158.68,3158.68,3154.57,3154.57,588567682.67
700001.TI,2022-10-24,3152.68,3152.68,3094.32,3094.32,704544314.34
700001.TI,2022-10-25,3081.63,3087.51,3081.63,3087.51,646087743.88
700001.TI,2022-10-26,3090.29,3130.74,3090.29,3130.74,705309185.44
700001.TI,2022-10-27,3136.69,3136.69,3113.52,3113.52,691119902.32
700001.TI,2022-10-28,3091.73,3091.73,3022.29,3022.29,731469429.59
700001.TI,2022-10-31,2997.81,3021.38,2997.81,3021.38,695555862.49
700001.TI,2022-11-01,3028.33,3109.6,3028.33,3109.6,743389739.52
700001.TI,2022-11-02,3102.14,3148.16,3102.14,3148.16,790997196.15
700001.TI,2022-11-03,3121.72,3144.38,3121.72,3144.38,659353520.38
700001.TI,2022-11-04,3144.69,3226.13,3144.69,3226.13,794948169.55
700001.TI,2022-11-07,3221.61,3234.52,3221.61,3234.52,774637047.35
700001.TI,2022-11-08,3233.23,3233.23,3221.58,3221.58,654888041.28
700001.TI,2022-11-09,3222.87,3222.87,3206.12,3206.12,628349446.18
700001.TI,2022-11-10,3185.92,3185.92,3183.04,3183.04,694904864.18
700001.TI,2022-11-11,3259.75,3259.75,3232.38,3232.38,1006021109.85
700001.TI,2022-11-14,3243.69,3243.69,3228.18,3228.18,878918204.23
700001.TI,2022-11-15,3224.63,3291.78,3224.63,3291.78,834087453.59
700001.TI,2022-11-16,3289.8,3289.8,3270.38,3270.38,768050199.75
700001.TI,2022-11-17,3260.9,3269.4,3260.9,3269.4,724443295.7
700001.TI,2022-11-18,3271.03,3271.03,3251.09,3251.09,790840692.9
700001.TI,2022-11-21,3228.98,3243.94,3228.98,3243.94,676083787.17
700001.TI,2022-11-22,3240.37,3240.37,3221.23,3221.23,759995732.64
700001.TI,2022-11-23,3214.79,3216.72,3214.79,3216.72,730434492.84
700001.TI,2022-11-24,3226.05,3226.05,3215.11,3215.11,642745772.61
700001.TI,2022-11-25,3208.36,3208.36,3206.75,3206.75,678471496.97
700001.TI,2022-11-28,3155.12,3183.66,3155.12,3183.66,679720859.82
700001.TI,2022-11-29,3200.85,3257.52,3200.85,3257.52,859634301.51
700001.TI,2022-11-30,3251.98,3259.15,3251.98,3259.15,848578710.46
700001.TI,2022-12-01,3300.87,3300.87,3289.46,3289.46,880563106.37
700001.TI,2022-12-02,3282.88,3284.85,3282.88,3284.85,735822870.19
700001.TI,2022-12-05,3308.17,3325.58,3308.17,3325.58,935929513.62
700001.TI,2022-12-06,3313.61,3329.9,3313.61,3329.9,828731079.36
700001.TI,2022-12-07,3321.24,3326.24,3321.24,3326.24,799112003.65
700001.TI,2022-12-08,3321.92,3321.92,3319.25,3319.25,760332555.82
700001.TI,2022-12-09,3320.25,3335.51,3320.25,3335.51,836634083.32
700001.TI,2022-12-12,3324.17,3324.17,3311.16,3311.16,762735125.02
700001.TI,2022-12-13,3310.5,3310.5,3297.58,3297.58,694074998.49
700001.TI,2022-12-14,3301.87,3301.87,3296.59,3296.59,670635307.47
700001.TI,2022-12-15,3293.95,3300.22,3293.95,3300.22,634180668.67
700001.TI,2022-12-16,3284.05,3284.71,3284.05,3284.71,661255261.03
700001.TI,2022-12-19,3282.08,3282.08,3223.61,3223.61,677634828.07
700001.TI,2022-12-20,3214.91,3214.91,3186.22,3186.22,545849964.69
700001.TI,2022-12-21,3190.04,3190.04,3175.07,3175.07,503234819.41
700001.TI,2022-12-22,3193.17,3193.17,3154.43,3154.43,570365750.67
700001.TI,2022-12-23,3136.45,3144.97,3136.45,3144.97,506722434.57
700001.TI,2022-12-26,3146.86,3178.94,3146.86,3178.94,524347407.65
700001.TI,2022-12-27,3190.7,3208.82,3190.7,3208.82,567728801.11
700001.TI,2022-12-28,3198.55,3198.55,3188.6,3188.6,567846514.18
700001.TI,2022-12-29,3177.44,3179.35,3177.44,3179.35,534736837.86
700001.TI,2022-12-30,3191.43,3192.39,3191.43,3192.39,535988194.43
700001.TI,2023-01-03,3190.16,3232.61,3190.16,3232.61,675708616.26
700001.TI,2023-01-04,3231.96,3236.81,3231.96,3236.81,682300022.95
700001.TI,2023-01-05,3246.84,3280.51,3246.84,3280.51,664841437.08
700001.TI,2023-01-06,3279.53,3285.1,3279.53,3285.1,662639131.97
700001.TI,2023-01-09,3296.93,3307.11,3296.93,3307.11,617022138.38
700001.TI,2023-01-10,3309.09,3309.42,3309.09,3309.42,573195334.56
700001.TI,2023-01-11,3311.07,3311.07,3293.2,3293.2,585895385.91
700001.TI,2023-01-12,3299.79,3299.79,3296.49,3296.49,556105630.59
700001.TI,2023-01-13,3306.38,3326.16,3306.38,3326.16,551212018.91
700001.TI,2023-01-16,3329.15,3370.07,3329.15,3370.07,699369730.04
700001.TI,2023-01-17,3372.09,3372.09,3369.73,3369.73,557945492.95
700001.TI,2023-01-18,3373.77,3373.77,3372.43,3372.43,526279217.72
700001.TI,2023-01-19,3368.38,3395.36,3368.38,3395.36,552408079.47
700001.TI,2023-01-20,3403.17,3420.49,3403.17,3420.49,616378636.04
700001.TI,2023-01-30,3475.9,3475.9,3444.78,3444.78,838976235.27
700001.TI,2023-01-31,3438.58,3438.58,3430.31,3430.31,746951251.62
700001.TI,2023-02-01,3438.54,3472.5,3438.54,3472.5,838936383.4
700001.TI,2023-02-02,3480.14,3480.14,3470.42,3470.42,824617526.36
700001.TI,2023-02-03,3459.31,3459.31,3451.68,3451.68,740843743.48
700001.TI,2023-02-06,3430.62,3430.62,3422.0,3422.0,690917111.84
700001.TI,2023-02-07,3428.16,3432.61,3428.16,3432.61,691507622.82
700001.TI,2023-02-08,3435.7,3435.7,3414.42,3414.42,661665473.88
700001.TI,2023-02-09,3407.25,3462.22,3407.25,3462.22,693048689.15
700001.TI,2023-02-10,3457.72,3457.72,3447.68,3447.68,716032790.8
700001.TI,2023-02-13,3444.58,3479.4,3444.58,3479.4,762428179.17
700001.TI,2023-02-14,3486.01,3486.01,3481.49,3481.49,718144501.91
700001.TI,2023-02-15,3482.53,3482.53,3474.18,3474.18,734059433.91
700001.TI,2023-02-16,3474.18,3474.18,3426.24,3426.24,983468949.24
700001.TI,2023-02-17,3423.16,3423.16,3388.55,3388.55,730542047.05
700001.TI,2023-02-20,3392.62,3452.25,3392.62,3452.25,762441279.83
700001.TI,2023-02-21,3452.6,3464.33,3452.6,3464.33,753593876.44
700001.TI,2023-02-22,3446.32,3450.13,3446.32,3450.13,624397017.63
700001.TI,2023-02-23,3450.82,3450.82,3443.92,3443.92,644531080.83
700001.TI,2023-02-24,3444.26,3444.26,3421.53,3421.53,560041099.59
700001.TI,2023-02-27,3408.87,3408.87,3402.03,3402.03,580046126.9
700001.TI,2023-02-28,3412.24,3427.55,3412.24,3427.55,597744772.01
700001.TI,2023-03-01,3427.21,3463.54,3427.21,3463.54,732435233.26
700001.TI,2023-03-02,3460.08,3460.08,3452.11,3452.11,758950549.7
700001.TI,2023-03-03,3455.56,3458.32,3455.56,3458.32,730527356.25
700001.TI,2023-03-06,3460.39,3460.39,3454.17,3454.17,725947765.73
700001.TI,2023-03-07,3450.72,3450.72,3395.1,3395.1,798563111.71
700001.TI,2023-03-08,3383.22,3399.17,3383.22,3399.17,574663594.17
700001.TI,2023-03-09,3402.23,3402.23,3393.05,3393.05,591785825.99
700001.TI,2023-03-10,3372.01,3372.01,3348.6,3348.6,641669319.16
700001.TI,2023-03-13,3341.9,3372.38,3341.9,3372.38,657606279.27
700001.TI,2023-03-14,3366.65,3366.65,3345.74,3345.74,716795499.22
700001.TI,2023-03-15,3363.14,3363.14,3357.12,3357.12,654971095.7
700001.TI,2023-03-16,3336.98,3336.98,3310.46,3310.46,684496787.52
700001.TI,2023-03-17,3332.64,3332.64,3329.66,3329.66,747196737.79
700001.TI,2023-03-20,3333.99,3333.99,3317.34,3317.34,829275103.31
700001.TI,2023-03-21,3322.98,3358.14,3322.98,3358.14,686279339.47
700001.TI,2023-03-22,3366.2,3373.92,3366.2,3373.92,735316022.04
700001.TI,2023-03-23,3364.14,3395.51,3364.14,3395.51,742221318.28
700001.TI,2023-03-24,3395.17,3395.17,3392.11,3392.11,802781686.06
700001.TI,2023-03-27,3390.75,3390.75,3389.06,3389.06,832129295.55
700001.TI,2023-03-28,3389.74,3389.74,3369.4,3369.4,741245394.43
700001.TI,2023-03-29,3375.8,3375.8,3366.7,3366.7,706691250.72
700001.TI,2023-03-30,3367.37,3379.16,3367.37,3379.16,689029392.92
700001.TI,2023-03-31,3382.2,3401.46,3382.2,3401.46,681075306.66
700001.TI,2023-04-03,3405.88,3439.22,3405.88,3439.22,854031327.09
700001.TI,2023-04-04,3438.53,3438.53,3436.12,3436.12,891817162.82
700001.TI,2023-04-06,3421.34,3436.46,3421.34,3436.46,779550058.53
700001.TI,2023-04-07,3437.83,3463.95,3437.83,3463.95,708787014.82
700001.TI,2023-04-10,3469.49,3469.49,3435.89,3435.89,805219287.11
700001.TI,2023-04-11,3436.58,3437.95,3436.58,3437.95,735335169.45
700001.TI,2023-04-12,3439.33,3448.61,3439.33,3448.61,788782495.63
700001.TI,2023-04-13,3439.99,3439.99,3425.5,3425.5,812997979.85
700001.TI,2023-04-14,3433.04,3445.03,3433.04,3445.03,773169705.79
700001.TI,2023-04-17,3441.58,3468.46,3441.58,3468.46,821770045.71
700001.TI,2023-04-18,3461.87,3467.42,3461.87,3467.42,742608071.65
700001.TI,2023-04-19,3464.3,3464.3,3445.58,3445.58,757682436.37
700001.TI,2023-04-20,3441.79,3441.79,3438.34,3438.34,780145966.56
700001.TI,2023-04-21,3437.31,3437.31,3357.88,3357.88,862654235.41
700001.TI,2023-04-24,3355.87,3355.87,3326.65,3326.65,780378711.93
700001.TI,2023-04-25,3324.99,3324.99,3287.06,3287.06,843902757.67
700001.TI,2023-04-26,3276.21,3295.61,3276.21,3295.61,795906114.67
700001.TI,2023-04-27,3285.06,3305.83,3285.06,3305.83,756962801.78
700001.TI,2023-04-28,3304.18,3350.13,3304.18,3350.13,854654930.74
700001.TI,2023-05-04,3338.07,3356.16,3338.07,3356.16,964924600.65
700001.TI,2023-05-05,3354.48,3354.48,3333.67,3333.67,876672911.83
700001.TI,2023-05-08,3339.67,3364.34,3339.67,3364.34,973528340.9
700001.TI,2023-05-09,3363.67,3363.67,3325.65,3325.65,1054844779.56
700001.TI,2023-05-10,3318.0,3318.0,3316.34,3316.34,839811131.62
700001.TI,2023-05-11,3322.31,3322.31,3316.67,3316.67,736604639.78
